title,description,thumbnail_url,video_url,category,is_hero
Mindhunter,FQB agentlarining qotillarning psixologiyasini o'rganish bo'yicha tadqiqotlari.,https://img.youtube.com/vi/oOCAYp3_Y80/maxresdefault.jpg,https://www.youtube.com/watch?v=oOCAYp3_Y80,Serial,false
Inside Out 2: Boshqotirma 2,Rayli ulg'aygan sari uning miyasida yangi va kutilmagan his-tuyg'ular paydo bo'ladi.,https://img.youtube.com/vi/L4DrolmDxmw/maxresdefault.jpg,https://www.youtube.com/watch?v=L4DrolmDxmw,Multfilm,true
Oppenheimer,Birinchi atom bombasi yaratilishi va Robert Oppengeymerning hayoti.,https://img.youtube.com/vi/uYPbbksJxIg/maxresdefault.jpg,https://www.youtube.com/watch?v=uYPbbksJxIg,Kino,false
Chernobyl,1986-yilgi atom elektr stansiyasidagi dahshatli fojia haqida tarixiy serial.,https://img.youtube.com/vi/s9APLXM9Ei8/maxresdefault.jpg,https://www.youtube.com/watch?v=s9APLXM9Ei8,Serial,false
Coco: Koko siri,Musiqa va o'z ajdodlarining tarixini bilish uchun o'liklar dunyosiga tushgan bola.,https://img.youtube.com/vi/Rvr68u6k5sI/maxresdefault.jpg,https://www.youtube.com/watch?v=Rvr68u6k5sI,Multfilm,false
The Matrix: Matritsa,Insoniyat simulyatsiya ichida yashayotganini bilib qolgan Neoning kurashi.,https://img.youtube.com/vi/vKQi3bBA1y8/maxresdefault.jpg,https://www.youtube.com/watch?v=vKQi3bBA1y8,Kino,false
Narcos,Kolumbiyalik narkobaron Pablo Eskobarning hayoti va uni qo'lga olish operatsiyalari.,https://img.youtube.com/vi/xl8zdCY-DX0/maxresdefault.jpg,https://www.youtube.com/watch?v=xl8zdCY-DX0,Serial,false
Toy Story 4: O'yinchoqlar tarixi 4,Vudi va uning do'stlarining yangi egasi qo'lidagi sarguzashtlari.,https://img.youtube.com/vi/wmiIUN-7qhE/maxresdefault.jpg,https://www.youtube.com/watch?v=wmiIUN-7qhE,Multfilm,false
Joker: Folie à Deux,Artur Flekning klinikasidagi hayoti va uning Xarli Kuinn bilan uchrashishi.,https://img.youtube.com/vi/xyz123/maxresdefault.jpg,https://www.youtube.com/watch?v=_OKAwz2uxFE,Kino,true
The Bear,Yosh oshpazning o'z oilasidan qolgan eski oshxonani yuritishga urinishi haqida.,https://img.youtube.com/vi/y-csqpnu_zE/maxresdefault.jpg,https://www.youtube.com/watch?v=y-csqpnu_zE,Serial,false
Up: Tepaga,Qariya Karlning uchar sharli uyida Janubiy Amerikaga qilgan orzusidagi sayohati.,https://img.youtube.com/vi/ORFWdXl_zJ4/maxresdefault.jpg,https://www.youtube.com/watch?v=ORFWdXl_zJ4,Multfilm,false
John Wick 4,Djon Uikning o'z erkinligi uchun Butun dunyo qotillari gildiyasiga qarshi urushi.,https://img.youtube.com/vi/qEVUrkHu088/maxresdefault.jpg,https://www.youtube.com/watch?v=qEVUrkHu088,Kino,false
True Detective,Har bir faslda yangi jinoyatlarni fosh qiladigan mahoratli detektivlar.,https://img.youtube.com/vi/fVQUcaO4AvE/maxresdefault.jpg,https://www.youtube.com/watch?v=fVQUcaO4AvE,Serial,false
Kung Fu Panda 4,Po ajdarho jangchisi sifatida yangi yovuz dushmanga qarshi jangga kiradi.,https://img.youtube.com/vi/_inKs4eeHiI/maxresdefault.jpg,https://www.youtube.com/watch?v=_inKs4eeHiI,Multfilm,false
Top Gun: Maverick,Piter Mitchell zamonaviy uchuvchilarni xavfli missiyaga tayyorlaydi.,https://img.youtube.com/vi/giXco2jaZ_4/maxresdefault.jpg,https://www.youtube.com/watch?v=giXco2jaZ_4,Kino,false
Severance: Bo'linish,Xodimlarning ish va shaxsiy hayotdagi xotiralari sun'iy ravishda bo'lingan kompaniya.,https://img.youtube.com/vi/xKTGeuE50v8/maxresdefault.jpg,https://www.youtube.com/watch?v=xKTGeuE50v8,Serial,false
Minions: Rise of Gru,Yosh Gruning dunyodagi eng yovuz odam bo'lish uchun qilgan ilk qadamlari.,https://img.youtube.com/vi/6DxjJzmYsXo/maxresdefault.jpg,https://www.youtube.com/watch?v=6DxjJzmYsXo,Multfilm,false
Blade Runner 2049,Yo'qolib ketgan qadimgi sirlarni qidirayotgan yangi replikantning hikoyasi.,https://img.youtube.com/vi/gCcx85zbxz4/maxresdefault.jpg,https://www.youtube.com/watch?v=gCcx85zbxz4,Kino,false
The Queen's Gambit,Yetimxonadagi qizning shaxmat bo'yicha jahon chempioni bo'lish yo'li.,https://img.youtube.com/vi/CDrieqwSdgI/maxresdefault.jpg,https://www.youtube.com/watch?v=CDrieqwSdgI,Serial,false
How to Train Your Dragon 3,Ikkala va uning ajdari tishsizning yashirin ajdarlar dunyosini topishi.,https://img.youtube.com/vi/SkcucKVs96Y/maxresdefault.jpg,https://www.youtube.com/watch?v=SkcucKVs96Y,Multfilm,false
Whiplash: Shiddat,Eng zo'r barabanchi bo'lishga intilayotgan yigit va shafqatsiz o'qituvchi.,https://img.youtube.com/vi/7d_jQycdQGo/maxresdefault.jpg,https://www.youtube.com/watch?v=7d_jQycdQGo,Kino,false
The Last of Us,Zombi virusi dunyoni vayron qilganidan so'ng Joel va Ellining sayohati.,https://img.youtube.com/vi/uLtkt8BonwM/maxresdefault.jpg,https://www.youtube.com/watch?v=uLtkt8BonwM,Serial,true
Spirited Away: Arvohlar olami,Sirli va g'aroyib mavjudotlar yashaydigan dunyoga tushib qolgan qizaloq.,https://img.youtube.com/vi/ByXuk9QqQkk/maxresdefault.jpg,https://www.youtube.com/watch?v=ByXuk9QqQkk,Multfilm,false
Mad Max: Fury Road,Suv va benzin uchun kurashayotgan cho'l dunyosidagi dahshatli poygalar.,https://img.youtube.com/vi/hEJnMQG9ev8/maxresdefault.jpg,https://www.youtube.com/watch?v=hEJnMQG9ev8,Kino,false
Vikings: Vikinglar,Ragnar Lodbrok va uning o'g'illarining yangi yerlarni zabt etishi haqida.,https://img.youtube.com/vi/mAl60zhS_Lw/maxresdefault.jpg,https://www.youtube.com/watch?v=mAl60zhS_Lw,Serial,false
Puss in Boots: The Last Wish,Mushuk o'zining oxirgi jonini saqlab qolish uchun sehrli yulduzni qidiradi.,https://img.youtube.com/vi/RqrXhwS33yc/maxresdefault.jpg,https://www.youtube.com/watch?v=RqrXhwS33yc,Multfilm,true
Shutter Island,Ruhiy kasalxonada yo'qolgan bemorni qidirayotgan federal marshalning siri.,https://img.youtube.com/vi/5iaYLCiq5RM/maxresdefault.jpg,https://www.youtube.com/watch?v=5iaYLCiq5RM,Kino,false
The White Lotus,Hashamatli kurortdagi boy mehmonlarning bir hafta ichidagi sirlari va jinoyatlari.,https://img.youtube.com/vi/TGLq7_DewZ0/maxresdefault.jpg,https://www.youtube.com/watch?v=TGLq7_DewZ0,Serial,false
Despicable Me 4,Gru va uning oilasi hamda mittivoylarning yangi yovuzlikka qarshi sarguzashtlari.,https://img.youtube.com/vi/qQuvGShRSuE/maxresdefault.jpg,https://www.youtube.com/watch?v=qQuvGShRSuE,Multfilm,false
The Departed,Politsiya va mafiya orasiga kirib olgan josuslarning o'zaro o'yini.,https://img.youtube.com/vi/iojhqm0Jyi4/maxresdefault.jpg,https://www.youtube.com/watch?v=iojhqm0Jyi4,Kino,false
Yellowstone,Duttonlar oilasining AQSHdagi eng katta fermani himoya qilish uchun kurashi.,https://img.youtube.com/vi/1X_mD1FzHNo/maxresdefault.jpg,https://www.youtube.com/watch?v=1X_mD1FzHNo,Serial,false
Spider-Man: Into the Spider-Verse,Miles Morales boshqa o'lchamdagi o'rgimchak-odamlar bilan uchrashadi.,https://img.youtube.com/vi/tg52up16eq0/maxresdefault.jpg,https://www.youtube.com/watch?v=tg52up16eq0,Multfilm,false
Inglourious Basterds,Ikkinchi jahon urushida natsistlarga qarshi shafqatsiz kurashgan guruh.,https://img.youtube.com/vi/KnrRy6kSFF0/maxresdefault.jpg,https://www.youtube.com/watch?v=KnrRy6kSFF0,Kino,false
Peaky Blinders,Tom Shelbi va uning oilasining Birmingemda qudratga erishish tarixi.,https://img.youtube.com/vi/oVzVdvGIC7U/maxresdefault.jpg,https://www.youtube.com/watch?v=oVzVdvGIC7U,Serial,true
Finding Nemo,Okeanda yo'qolgan o'g'lini izlayotgan baliqning hayajonli sarguzashti.,https://img.youtube.com/vi/2zLkasScy7A/maxresdefault.jpg,https://www.youtube.com/watch?v=2zLkasScy7A,Multfilm,false
Ford v Ferrari,Ken Maylz va Kerroll Shelbi Ford uchun eng tezkor poyga mashinasini yaratadi.,https://img.youtube.com/vi/zyYgDtY2AMY/maxresdefault.jpg,https://www.youtube.com/watch?v=zyYgDtY2AMY,Kino,false
Dark: Zulmat,Vaqt bo'ylab sayohat va to'rt oilaning bir-biriga bog'liq sirlari.,https://img.youtube.com/vi/rrwycJ08PSA/maxresdefault.jpg,https://www.youtube.com/watch?v=rrwycJ08PSA,Serial,false
Ratatouille: Ratatuy,Oshpazlikni orzu qilgan kalamush Parijning eng zo'r restoranida ish boshlaydi.,https://img.youtube.com/vi/NgsQ8m9H8Lg/maxresdefault.jpg,https://www.youtube.com/watch?v=NgsQ8m9H8Lg,Multfilm,false
Wolf of Wall Street,Uoll-stritdagi yirik moliyaviy o'yinlar va dabdabali hayot haqida.,https://img.youtube.com/vi/iszwuceS6cc/maxresdefault.jpg,https://www.youtube.com/watch?v=iszwuceS6cc,Kino,false
The Boys Gen V,Superqahramonlar universitetidagi talabalarning sirlari va qonli sarguzashtlari.,https://img.youtube.com/vi/Oonv6SVsR90/maxresdefault.jpg,https://www.youtube.com/watch?v=Oonv6SVsR90,Serial,false
Moana 2,Moana o'z xalqini qadimiy xavfdan qutqarish uchun uzoq orollarga yo'l oladi.,https://img.youtube.com/vi/hOC1-oX9W2E/maxresdefault.jpg,https://www.youtube.com/watch?v=hOC1-oX9W2E,Multfilm,true
Seven (Yetti),Yetti gunoh asosida qotillik qilayotgan jinoyatchini izlayotgan detektivlar.,https://img.youtube.com/vi/znmZoVgVvDY/maxresdefault.jpg,https://www.youtube.com/watch?v=znmZoVgVvDY,Kino,false
Stranger Things,G'alati hodisalar sodir bo'layotgan shaharcha va boshqa olam maxluqlari.,https://img.youtube.com/vi/b9EkMc79ZSU/maxresdefault.jpg,https://www.youtube.com/watch?v=b9EkMc79ZSU,Serial,true
The Incredibles: Super oila,O'z kuchlarini yashirishga majbur bo'lgan superqahramonlar oilasining qaytishi.,https://img.youtube.com/vi/eZbzbC9285I/maxresdefault.jpg,https://www.youtube.com/watch?v=eZbzbC9285I,Multfilm,false
No Time to Die,Djeyms Bondning so'nggi va eng xavfli topshirig'i haqida jangovar film.,https://img.youtube.com/vi/vw2FOYjCz38/maxresdefault.jpg,https://www.youtube.com/watch?v=vw2FOYjCz38,Kino,false
Fargo,Kichik shaharchadagi tasodifiy jinoyatlar va ularni fosh qiluvchi detektivlar.,https://img.youtube.com/vi/uY5_fA9vWJc/maxresdefault.jpg,https://www.youtube.com/watch?v=uY5_fA9vWJc,Serial,false
Zootopia: Hayvonlar shahri,Politsiyachi quyon va ayyor tulkining birgalikdagi jinoyat qidiruvi.,https://img.youtube.com/vi/jWM0ct-OLsM/maxresdefault.jpg,https://www.youtube.com/watch?v=jWM0ct-OLsM,Multfilm,false
Dunkirk,Ikkinchi jahon urushida askarlarning qamal ostidan qutqarilishi.,https://img.youtube.com/vi/F-eMt3SrfFU/maxresdefault.jpg,https://www.youtube.com/watch?v=F-eMt3SrfFU,Kino,false
The Mandalorian,Yolgliz jangchining Baby Yoda bilan galaktika bo'ylab sarguzashtlari.,https://img.youtube.com/vi/aOC8E8z_ifw/maxresdefault.jpg,https://www.youtube.com/watch?v=aOC8E8z_ifw,Serial,true
Cars: Mashinalar,Chaqmoq Makkuinning poygalar olamidan do'stlikni topishigacha bo'lgan yo'li.,https://img.youtube.com/vi/SbXIj26AKMC/maxresdefault.jpg,https://www.youtube.com/watch?v=SbXIj26AKMC,Multfilm,false



title,description,thumbnail_url,video_url,category,is_hero
Gladiator,Rimli sarkarda Maksimusning xiyonatdan so'ng qulga aylanishi va qasos jangi.,https://img.youtube.com/vi/P5ieIbInFpg/maxresdefault.jpg,https://www.youtube.com/watch?v=P5ieIbInFpg,Kino,true
The Witcher,Geralt ishtirokidagi maxluqlarga qarshi kurash va sehrli taqdir hikoyasi.,https://img.youtube.com/vi/ndl1W4ltcmg/maxresdefault.jpg,https://www.youtube.com/watch?v=ndl1W4ltcmg,Serial,false
Big Hero 6,Robot Beymaks va yosh ixtirochi Hironing shaharni qutqarish sarguzashtlari.,https://img.youtube.com/vi/z3biFxZIJOQ/maxresdefault.jpg,https://www.youtube.com/watch?v=z3biFxZIJOQ,Multfilm,false
Avatar,Pandora sayyorasining g'aroyib tabiati va insonlarning bosqiniga qarshi kurash.,https://img.youtube.com/vi/5PSNL1qAk6Y/maxresdefault.jpg,https://www.youtube.com/watch?v=5PSNL1qAk6Y,Kino,true
Breaking Bad,Oddiy o'qituvchining qanday qilib eng xavfli narkobaronga aylanishi haqida.,https://img.youtube.com/vi/HhesaQAMGi8/maxresdefault.jpg,https://www.youtube.com/watch?v=HhesaQAMGi8,Serial,false
Wreck-It Ralph,O'yin qahramoni Ralfning yovuz bo'lishdan charchab, qahramonlikka intilishi.,https://img.youtube.com/vi/87E6N7ToFJw/maxresdefault.jpg,https://www.youtube.com/watch?v=87E6N7ToFJw,Multfilm,false
John Wick: Chapter 2,Djon Uikning killerlar dunyosi qonunlari tufayli yana jangga qaytishi.,https://img.youtube.com/vi/XGk2EUX6H2M/maxresdefault.jpg,https://www.youtube.com/watch?v=XGk2EUX6H2M,Kino,false
Loki,Vaqtni nazorat qiluvchi tashkilot qo'liga tushgan Loki va uning sarguzashtlari.,https://img.youtube.com/vi/nW948Va_i14/maxresdefault.jpg,https://www.youtube.com/watch?v=nW948Va_i14,Serial,true
Monsters Inc.,Maxluqlar dunyosida bolalar qo'rquvidan energiya oladigan zavod sirlari.,https://img.youtube.com/vi/6tQ4p8p0mXg/maxresdefault.jpg,https://www.youtube.com/watch?v=6tQ4p8p0mXg,Multfilm,false
The Revenant,Yovvoyi tabiatda o'lim bilan yuzma-yuz qolgan ovchining omon qolish kurashi.,https://img.youtube.com/vi/LoebZZ8K5N0/maxresdefault.jpg,https://www.youtube.com/watch?v=LoebZZ8K5N0,Kino,false
Sons of Anarchy,Baykerlar to'dasi va ularning oilaviy hamda jinoyat dunyosidagi hayoti.,https://img.youtube.com/vi/V8m6p-I0Y2M/maxresdefault.jpg,https://www.youtube.com/watch?v=V8m6p-I0Y2M,Serial,false
Brave,Shotlandiya malikasi Meridaning o'z taqdirini o'zgartirish uchun qilgan xatosi.,https://img.youtube.com/vi/TEHWDA_6e6s/maxresdefault.jpg,https://www.youtube.com/watch?v=TEHWDA_6e6s,Multfilm,false
Blade Runner 2049,Kelajakda replikantlar va insonlar o'rtasidagi yo'qolib borayotgan chegara.,https://img.youtube.com/vi/gCcx85zbxz4/maxresdefault.jpg,https://www.youtube.com/watch?v=gCcx85zbxz4,Kino,false
Ozark,Moliyaviy firibgar oilasining narkokartel uchun pul yuvishga majbur bo'lishi.,https://img.youtube.com/vi/5hAXVqrljbs/maxresdefault.jpg,https://www.youtube.com/watch?v=5hAXVqrljbs,Serial,false
Wall-E,Yerda yolg'iz qolgan robotning kosmosdagi insoniyatga qaytish yo'li.,https://img.youtube.com/vi/8-_9n5Dt8w0/maxresdefault.jpg,https://www.youtube.com/watch?v=8-_9n5Dt8w0,Multfilm,false
The Prestige,Ikki daho illyuzionistning o'zaro shafqatsiz va sirli raqobati haqida.,https://img.youtube.com/vi/o4gHCmTQDVI/maxresdefault.jpg,https://www.youtube.com/watch?v=o4gHCmTQDVI,Kino,false
The Umbrella Academy,G'ayritabiiy kuchga ega asrab olingan farzandlarning dunyo qutqarishi.,https://img.youtube.com/vi/0DAMV96An_w/maxresdefault.jpg,https://www.youtube.com/watch?v=0DAMV96An_w,Serial,false
Sing,Hayvonlar o'rtasidagi eng zo'r qo'shiqchi bo'lish uchun o'tkazilgan tanlov.,https://img.youtube.com/vi/hy8vXitA-C4/maxresdefault.jpg,https://www.youtube.com/watch?v=hy8vXitA-C4,Multfilm,false
Gran Turismo,Simulyator o'yinchisining haqiqiy poyga yo'laklariga chiqishi tarixi.,https://img.youtube.com/vi/GVPzLlpqzZ4/maxresdefault.jpg,https://www.youtube.com/watch?v=GVPzLlpqzZ4,Kino,false
Brooklyn Nine-Nine,Politsiya bo'limidagi kulgili va qiziqarli detektivlar hayoti.,https://img.youtube.com/vi/sEOuJ4z5aTc/maxresdefault.jpg,https://www.youtube.com/watch?v=sEOuJ4z5aTc,Serial,false
Cloudy with a Chance of Meatballs,Osmondan ovqat yog'diradigan qurilma yaratgan ixtirochi bolakay.,https://img.youtube.com/vi/pUaKcFi4BZY/maxresdefault.jpg,https://www.youtube.com/watch?v=pUaKcFi4BZY,Multfilm,false
The Hateful Eight,Qorli bo'ronda bir uyda qamalib qolgan sakkiz nafar xavfli inson siri.,https://img.youtube.com/vi/nIOmotay6Wk/maxresdefault.jpg,https://www.youtube.com/watch?v=nIOmotay6Wk,Kino,false
Euphoria,O'smirlarning zamonaviy hayoti va ruhiy muammolari haqidagi drama.,https://img.youtube.com/vi/RPz7LniMApE/maxresdefault.jpg,https://www.youtube.com/watch?v=RPz7LniMApE,Serial,false
Rio,Ucha olmaydigan ko'k to'tiqush Rioning Braziliyadagi sarguzashtlari.,https://img.youtube.com/vi/P1GRO31ve5Q/maxresdefault.jpg,https://www.youtube.com/watch?v=P1GRO31ve5Q,Multfilm,false
Saving Private Ryan,Ikkinchi jahon urushida bitta askarni qutqarish uchun yuborilgan guruh.,https://img.youtube.com/vi/zwhP5b4tD6g/maxresdefault.jpg,https://www.youtube.com/watch?v=zwhP5b4tD6g,Kino,false
The Walking Dead,Zombi virusi tarqalgan dunyoda tirik qolishga urinayotgan insonlar.,https://img.youtube.com/vi/sfAc2U20uyg/maxresdefault.jpg,https://www.youtube.com/watch?v=sfAc2U20uyg,Serial,false
Tangled,Uzoq sochli malika Rapunzelning minoradan qochib dunyoni ko'rishi.,https://img.youtube.com/vi/pyOyBVXDJ9Q/maxresdefault.jpg,https://www.youtube.com/watch?v=pyOyBVXDJ9Q,Multfilm,false
Django Unchained,Ozod qilingan qul Djangoning o'z xotinini qutqarish uchun kurashi.,https://img.youtube.com/vi/0fUCuvNlOCg/maxresdefault.jpg,https://www.youtube.com/watch?v=0fUCuvNlOCg,Kino,false
Suits,Advokatlik diplomi yo'q bo'lsa ham daho bo'lgan yosh yigitning faoliyati.,https://img.youtube.com/vi/85z53bAebsI/maxresdefault.jpg,https://www.youtube.com/watch?v=85z53bAebsI,Serial,false
Ice Age: Continental Drift,Muzlik davri qahramonlarining qit'alar ajralishi paytidagi sarguzashti.,https://img.youtube.com/vi/i4igzW6S0is/maxresdefault.jpg,https://www.youtube.com/watch?v=i4igzW6S0is,Multfilm,false
Guardians of the Galaxy Vol 3,Raketa yenotning o'tmishi va jamoaning so'nggi yirik missiyasi.,https://img.youtube.com/vi/u3V5KDHRQvk/maxresdefault.jpg,https://www.youtube.com/watch?v=u3V5KDHRQvk,Kino,true
Arrow,Kema halokatidan so'ng orolda omon qolgan Oliver Kuinnning qahramonligi.,https://img.youtube.com/vi/9f8Vv-S9Uos/maxresdefault.jpg,https://www.youtube.com/watch?v=9f8Vv-S9Uos,Serial,false
Hotel Transylvania,Graf Drakula va uning maxluqlar uchun ochgan hashamatli mehmonxonasi.,https://img.youtube.com/vi/q4RK3jY7AVk/maxresdefault.jpg,https://www.youtube.com/watch?v=q4RK3jY7AVk,Multfilm,false
Logan,Keksaygan Volverinning so'nggi marta yosh mutantni qutqarish uchun jangi.,https://img.youtube.com/vi/Div0iP65aZo/maxresdefault.jpg,https://www.youtube.com/watch?v=Div0iP65aZo,Kino,false
The Handmaid's Tale,Kelajakda ayollar faqat nasl davom ettirish uchun asir olingan dunyo.,https://img.youtube.com/vi/dVzS_iST6cI/maxresdefault.jpg,https://www.youtube.com/watch?v=dVzS_iST6cI,Serial,false
Frozen,Elsa va Ananing sehrli muzlik sarguzashtlari va opa-singil muhabbati.,https://img.youtube.com/vi/TbQm5doF_Uc/maxresdefault.jpg,https://www.youtube.com/watch?v=TbQm5doF_Uc,Multfilm,false
Jurassic Park,Dinozavrlar qayta jonlantirilgan orolda yuzaga kelgan xavfli vaziyat.,https://img.youtube.com/vi/QWBKCSf4taw/maxresdefault.jpg,https://www.youtube.com/watch?v=QWBKCSf4taw,Kino,false
Westworld,Sun'iy ong va insonlar o'rtasidagi chegaralar yo'qolgan futuristik park.,https://img.youtube.com/vi/IuS5huqONDw/maxresdefault.jpg,https://www.youtube.com/watch?v=IuS5huqONDw,Serial,false
Megamind,Yovuz qahramon o'z raqibini yo'q qilgach, hayoti qanchalik zerikarli bo'lishini tushunadi.,https://img.youtube.com/vi/yJpUAt0AsO4/maxresdefault.jpg,https://www.youtube.com/watch?v=yJpUAt0AsO4,Multfilm,false
Fight Club,Kundalik hayotdan charchagan yigitning sirli jang klubiga asos solishi.,https://img.youtube.com/vi/qtRKdVHc-cE/maxresdefault.jpg,https://www.youtube.com/watch?v=qtRKdVHc-cE,Kino,false
Silicon Valley,IT sohasida o'z startapini boshlagan yigitlarning kulgili sarguzashtlari.,https://img.youtube.com/vi/Vm4tr_3nLbc/maxresdefault.jpg,https://www.youtube.com/watch?v=Vm4tr_3nLbc,Serial,false
Big Hero 6,Robot Beymaks va uning do'stlarining shaharni qutqarish uchun kurashi.,https://img.youtube.com/vi/z3biFxZIJOQ/maxresdefault.jpg,https://www.youtube.com/watch?v=z3biFxZIJOQ,Multfilm,false
12 Years a Slave,Erkin odamning o'g'irlab ketilib, 12 yil davomida qul qilingan fojeasi.,https://img.youtube.com/vi/z02Ie8w5z7M/maxresdefault.jpg,https://www.youtube.com/watch?v=z02Ie8w5z7M,Kino,false
The Flash,Dunyoning eng tezkor odami Barri Allenning sarguzashtlari.,https://img.youtube.com/vi/hebWYacbdvc/maxresdefault.jpg,https://www.youtube.com/watch?v=hebWYacbdvc,Serial,false
Moana,Okean malikasi Moananing o'z xalqini qadimiy xavfdan qutqarishi.,https://img.youtube.com/vi/LKFuXETZUsI/maxresdefault.jpg,https://www.youtube.com/watch?v=LKFuXETZUsI,Multfilm,false
The Martian,Marsda yolg'iz qolib ketgan fazogirning omon qolish uchun daho choralari.,https://img.youtube.com/vi/ej3ioOneTy8/maxresdefault.jpg,https://www.youtube.com/watch?v=ej3ioOneTy8,Kino,false
Peaky Blinders,Tomas Shelbi boshchiligidagi Birmingem o'g'rilari hayoti va qudrati.,https://img.youtube.com/vi/oVzVdvGIC7U/maxresdefault.jpg,https://www.youtube.com/watch?v=oVzVdvGIC7U,Serial,true
Shrek 2,Shrek va Fionaning qirollikdagi sarguzashtlari va yangi do'stlar orttirishi.,https://img.youtube.com/vi/V6ChK_9idR0/maxresdefault.jpg,https://www.youtube.com/watch?v=V6ChK_9idR0,Multfilm,false
Lucy,Miyasining barcha qobiliyatlari ochilgan ayolning g'ayritabiiy kuchlari.,https://img.youtube.com/vi/MVt32qoyhi0/maxresdefault.jpg,https://www.youtube.com/watch?v=MVt32qoyhi0,Kino,false
Money Heist,Professor boshchiligidagi o'g'rilarning Ispaniya bankidagi rejalari.,https://img.youtube.com/vi/_InqQJRqGW4/maxresdefault.jpg,https://www.youtube.com/watch?v=_InqQJRqGW4,Serial,true
Madagascar,Nyu-York hayvonot bog'idan qochgan do'stlarning Afrika sarguzashtlari.,https://img.youtube.com/vi/dm-m_pS_J98/maxresdefault.jpg,https://www.youtube.com/watch?v=dm-m_pS_J98,Multfilm,false
The Hunger Games,Kelajakda yoshlar o'rtasida o'tkaziladigan shafqatsiz o'yinlar haqida.,https://img.youtube.com/vi/mfmrPu43DF8/maxresdefault.jpg,https://www.youtube.com/watch?v=mfmrPu43DF8,Kino,false
Vikings,Shimoliy dengizlarda yangi yerlarni zabt etgan buyuk vikinglar tarixi.,https://img.youtube.com/vi/mAl60zhS_Lw/maxresdefault.jpg,https://www.youtube.com/watch?v=mAl60zhS_Lw,Serial,false
Toy Story 3,O'yinchoqlarning yangi bog'chada duch kelgan qiziqarli voqealari.,https://img.youtube.com/vi/ZZv1vki4ouo/maxresdefault.jpg,https://www.youtube.com/watch?v=ZZv1vki4ouo,Multfilm,false
Fury,Ikkinchi jahon urushidagi tank jamoasining qahramonliklari.,https://img.youtube.com/vi/q94n3eWOWXM/maxresdefault.jpg,https://www.youtube.com/watch?v=q94n3eWOWXM,Kino,false
Narcos: Mexico,Meksikadagi narkokartellarning paydo bo'lishi va ularga qarshi kurash.,https://img.youtube.com/vi/VBLcYJ7C4F0/maxresdefault.jpg,https://www.youtube.com/watch?v=VBLcYJ7C4F0,Serial,false
How to Train Your Dragon 2,Ajdarlar va insonlar o'rtasidagi do'stlikning yangi sinovlari.,https://img.youtube.com/vi/68AqHwgk2s8/maxresdefault.jpg,https://www.youtube.com/watch?v=68AqHwgk2s8,Multfilm,false
Gravity,Ochiq koinotda kema halokatidan so'ng omon qolishga urinish.,https://img.youtube.com/vi/OiTiKOy59o4/maxresdefault.jpg,https://www.youtube.com/watch?v=OiTiKOy59o4,Kino,false
Stranger Things,Xoukins shaharchasidagi g'alati va qo'rqinchli hodisalar siri.,https://img.youtube.com/vi/b9EkMc79ZSU/maxresdefault.jpg,https://www.youtube.com/watch?v=b9EkMc79ZSU,Serial,true
Finding Dory,Esini yo'qotgan baliq Dorining o'z ota-onasini qidirib okean bo'ylab sayohati.,https://img.youtube.com/vi/0tkLUap7oGQ/maxresdefault.jpg,https://www.youtube.com/watch?v=0tkLUap7oGQ,Multfilm,false
Inception,Inson tushlariga kirib, ma'lumot o'g'irlaydigan daho guruh hayoti.,https://img.youtube.com/vi/YoHD9XEInc0/maxresdefault.jpg,https://www.youtube.com/watch?v=YoHD9XEInc0,Kino,true
Black Mirror,Texnologiyalar inson hayotiga qanday salbiy ta'sir ko'rsatishi haqidagi serial.,https://img.youtube.com/vi/V0HCRL48TUM/maxresdefault.jpg,https://www.youtube.com/watch?v=V0HCRL48TUM,Serial,false
Wreck-It Ralph 2,Ralf va uning do'sti Vanellopaning internet dunyosiga sayohati.,https://img.youtube.com/vi/T73h5bmD8Dc/maxresdefault.jpg,https://www.youtube.com/watch?v=T73h5bmD8Dc,Multfilm,false
Interstellar,Koinotning narigi chekkasida insoniyat uchun yangi uy qidiruvchi fazogirlar.,https://img.youtube.com/vi/zSWdZVtXT7E/maxresdefault.jpg,https://www.youtube.com/watch?v=zSWdZVtXT7E,Kino,true
Mr. Robot,Daho xakerning dunyo moliyaviy tizimini ag'darishga urinishi haqida.,https://img.youtube.com/vi/N6HGuJC--rk/maxresdefault.jpg,https://www.youtube.com/watch?v=N6HGuJC--rk,Serial,false
Up,Qariya Karlning uchar sharli uyda Janubiy Amerikaga sayohati.,https://img.youtube.com/vi/ORFWdXl_zJ4/maxresdefault.jpg,https://www.youtube.com/watch?v=ORFWdXl_zJ4,Multfilm,false
Joker,Jamiyat tomonidan rad etilgan Artur Flekning qanday qilib jinoyatchiga aylanishi.,https://img.youtube.com/vi/zAGVQLH549w/maxresdefault.jpg,https://www.youtube.com/watch?v=zAGVQLH549w,Kino,false
The Boys,Superqahramonlarning yovuz tomonini ochib beruvchi shov-shuvli serial.,https://img.youtube.com/vi/M1bhOaLv4FU/maxresdefault.jpg,https://www.youtube.com/watch?v=M1bhOaLv4FU,Serial,true
Despicable Me 3,Gru va uning egizak akasi ishtirokidagi yangi yovuzliklarga qarshi sarguzasht.,https://img.youtube.com/vi/6DBi41reeZE/maxresdefault.jpg,https://www.youtube.com/watch?v=6DBi41reeZE,Multfilm,false
